epoch,train_loss,val_loss,train_bpr_loss,val_bpr_loss,train_bias_loss,val_bias_loss,HR@5,NDCG@5,HR@10,NDCG@10,HR@20,NDCG@20
1,3.545827627182007,3.2630940079689026,3.542772134145101,3.2581453919410706,0.0030555307418884087,0.004948530811816454,0.234375,0.057696486823260784,0.625,0.07941007614135742,0.7734375,0.09924263693392277
2,2.3833253622055053,2.1724588871002197,2.3789329449335734,2.168592929840088,0.00439241665105025,0.003865901380777359,0.2109375,0.05905607528984547,0.6171875,0.08971960283815861,0.765625,0.09711610339581966
3,1.557918119430542,1.7934173345565796,1.5542972485224407,1.789939135313034,0.0036208614551772674,0.003478174563497305,0.234375,0.06294115912169218,0.609375,0.0849529393017292,0.765625,0.08999291062355042
4,1.4218823273976644,1.7073304057121277,1.4184186935424805,1.703908383846283,0.0034636355626086394,0.003422065870836377,0.2265625,0.06342464964836836,0.609375,0.08556072041392326,0.7578125,0.0889049805700779
5,1.122472377618154,1.3107320070266724,1.1192713737487794,1.307936578989029,0.003201012996335824,0.0027954084798693657,0.390625,0.1018657274544239,0.5703125,0.08766419254243374,0.6953125,0.0803975397720933
6,0.9467398484547933,1.316201239824295,0.9444899042447408,1.3143750727176666,0.0022499381098896264,0.0018261255463585258,0.3203125,0.08349536824971437,0.5,0.08032531291246414,0.6640625,0.06972693279385567
7,0.9765502134958903,1.1853081285953522,0.9744313875834147,1.1831004917621613,0.0021188308174411455,0.002207619370892644,0.375,0.09080536663532257,0.5703125,0.08813862688839436,0.71875,0.08260529860854149
8,0.7619635303815205,0.8541090339422226,0.7597363591194153,0.8520577847957611,0.0022271711224069197,0.0020512508344836533,0.3515625,0.09475658182054758,0.5859375,0.09061942808330059,0.7109375,0.09365288261324167
9,0.6254177848498027,0.81659796833992,0.6234088818232218,0.8148296922445297,0.0020089091655487814,0.0017682815960142761,0.3671875,0.08821230102330446,0.5625,0.0870431000366807,0.6875,0.08240487333387136
10,0.56810382604599,0.8209060877561569,0.5661911010742188,0.8191895931959152,0.001912723194497327,0.0017165005265269428,0.3671875,0.091008136048913,0.5625,0.0887675927951932,0.6875,0.08093305211514235
11,0.5676176349322001,0.7984418720006943,0.5657305538654327,0.7967236191034317,0.0018870729642609756,0.0017182496085297316,0.375,0.09142262488603592,0.5859375,0.09063877072185278,0.6875,0.08579361066222191
12,0.549418576558431,0.7238917797803879,0.5475367387135823,0.7220917344093323,0.0018818348025282225,0.0018000532290898263,0.3828125,0.10530821792781353,0.5859375,0.09721551835536957,0.703125,0.08712823037058115
13,0.5366299470265706,0.6906557232141495,0.53478302359581,0.6888612508773804,0.001846920163370669,0.0017944623250514269,0.375,0.10673824232071638,0.5859375,0.10066750273108482,0.7421875,0.09493421390652657
14,0.5288858115673065,0.7024583220481873,0.5271767675876617,0.7009061872959137,0.0017090477359791598,0.0015521281166002154,0.4296875,0.12007141299545765,0.625,0.11016797833144665,0.765625,0.10313119925558567
15,0.5024244010448455,0.6544869989156723,0.500815616051356,0.6528307050466537,0.0016087875546266636,0.0016562936070840806,0.390625,0.1060491818934679,0.640625,0.1058711763471365,0.765625,0.10063746944069862
16,0.4642889102300008,0.6091818064451218,0.46270945270856223,0.6076714545488358,0.0015794560002783933,0.0015103540499694645,0.40625,0.11238454096019268,0.6328125,0.10393753089010715,0.7734375,0.10445314459502697
17,0.46174244085947674,0.6169291436672211,0.4601557731628418,0.6153683662414551,0.0015866700016583005,0.0015607676468789577,0.3984375,0.10780089162290096,0.6328125,0.10233508795499802,0.765625,0.10451086796820164
18,0.4596237321694692,0.6125036776065826,0.4580589969952901,0.6109626889228821,0.0015647358493879437,0.0015409881889354438,0.40625,0.1097724661231041,0.6484375,0.10815789736807346,0.7734375,0.1083766482770443
19,0.45412344137827554,0.5887013673782349,0.4525933782259623,0.5870888531208038,0.0015300606299812594,0.0016125223773997277,0.390625,0.10651222430169582,0.6171875,0.1066807359457016,0.78125,0.10892641171813011
20,0.45407674709955853,0.6085646748542786,0.45259890556335447,0.6071315407752991,0.0014778429952760537,0.001433154015103355,0.40625,0.11437799595296383,0.625,0.10843670926988125,0.78125,0.10869315266609192
21,0.44958725372950237,0.5968085378408432,0.44813537995020547,0.5952835157513618,0.0014518745010718703,0.001525026687886566,0.40625,0.10505553241819143,0.609375,0.10455315560102463,0.796875,0.10890775918960571
22,0.44066561857859293,0.5538579076528549,0.4392712414264679,0.5523999333381653,0.0013943763139347236,0.00145795225398615,0.390625,0.10555139649659395,0.609375,0.09954250231385231,0.7578125,0.10555872321128845
23,0.42924862702687583,0.5651656538248062,0.427816508213679,0.5637521594762802,0.0014321229265381894,0.0014134866942185909,0.3984375,0.11101401224732399,0.6484375,0.10858943872153759,0.7734375,0.11093327030539513
24,0.43130380709966026,0.5524981766939163,0.42991799910863243,0.5510869398713112,0.0013858097450186809,0.0014112439821474254,0.390625,0.10975673422217369,0.640625,0.10768037475645542,0.7734375,0.11128933355212212
25,0.42094708879788717,0.5748174786567688,0.41955311099688214,0.5734652727842331,0.0013939770792300503,0.0013522054650820792,0.3828125,0.10840050131082535,0.6171875,0.10645358636975288,0.796875,0.11145992763340473
26,0.42407543857892355,0.5804483890533447,0.42271079222361246,0.5790370479226112,0.001364646595902741,0.0014113420038484037,0.3828125,0.10546188242733479,0.6171875,0.10283796489238739,0.78125,0.1076034139841795
