epoch,train_loss,val_loss,train_bpr_loss,val_bpr_loss,train_bias_loss,val_bias_loss,HR@5,NDCG@5,HR@10,NDCG@10,HR@20,NDCG@20
1,1.7407549222310383,2.2532315254211426,1.7350626627604167,2.2458784580230713,0.005692265714363505,0.007353054388659075,0.3515625,0.11976675502955914,0.421875,0.08807883877307177,0.5,0.07495700847357512
2,1.4642457167307537,2.090900033712387,1.4519719044367472,2.0800095796585083,0.012273831176571548,0.010890457488130778,0.34375,0.12085935845971107,0.421875,0.09332230687141418,0.578125,0.08314161002635956
3,1.2290902296702066,1.9349272549152374,1.2129049142201742,1.9230336546897888,0.016185312493083377,0.011893586779478937,0.3515625,0.12114343419671059,0.421875,0.0936221033334732,0.578125,0.08399952482432127
4,1.3845665852228801,1.9769300520420074,1.3704699277877808,1.9649217128753662,0.014096669270657003,0.012008354533463717,0.3515625,0.12142278999090195,0.421875,0.0979782473295927,0.5859375,0.08444348443299532
5,1.3756866693496703,1.9374207258224487,1.3595954497655234,1.9242896139621735,0.016091221128590405,0.013131107261870056,0.34375,0.11761149577796459,0.4140625,0.09874044731259346,0.5859375,0.08314957842230797
6,1.3033615430196126,1.8826531171798706,1.2859636982282003,1.8686046302318573,0.01739784163267662,0.014048479497432709,0.3359375,0.11542956624180079,0.5078125,0.0980527326464653,0.5859375,0.08474236913025379
7,1.234887949625651,1.8070649802684784,1.2183832089106241,1.793478786945343,0.016504727692032855,0.013586187415057793,0.3515625,0.11355366371572018,0.5,0.09236256405711174,0.59375,0.07525848131626844
8,1.1180393973986307,1.7255895137786865,1.100847585995992,1.7111225724220276,0.017191809214030702,0.014466945140156895,0.3515625,0.11418801918625832,0.515625,0.09306583181023598,0.6171875,0.08093489147722721
9,1.0863265593846638,1.76900714635849,1.0693360606829325,1.754997879266739,0.01699049840681255,0.014009258011355996,0.3515625,0.11342660337686539,0.5078125,0.09510385058820248,0.6171875,0.08183152973651886
10,1.0965609550476074,1.5409351587295532,1.0794055859247844,1.5269132554531097,0.01715536555275321,0.014021932292962447,0.359375,0.11461488157510757,0.5078125,0.09661053027957678,0.6171875,0.08473544009029865
11,1.1350501855214437,1.5107522308826447,1.1190821647644043,1.4968097507953644,0.015968019686018426,0.013942475925432518,0.4140625,0.12149035185575485,0.5234375,0.09443323872983456,0.6171875,0.08286994230002165
12,1.0355379501978557,1.610580950975418,1.0192046840985616,1.597130686044693,0.016333259952565033,0.013450254045892507,0.40625,0.12008700054138899,0.53125,0.09723431058228016,0.609375,0.08030086103826761
13,1.0752533276875813,1.5362164676189423,1.0595504760742187,1.5220844447612762,0.015702845839162666,0.01413202509866096,0.4140625,0.12356860749423504,0.515625,0.09709401708096266,0.640625,0.08296243660151958
14,1.0358887195587159,1.5728907585144043,1.019706161816915,1.558661311864853,0.01618256194827457,0.014229434891603887,0.4296875,0.12975646182894707,0.546875,0.10379468649625778,0.6171875,0.08792702108621597
15,0.9366131901741028,1.5378156006336212,0.9205737511316935,1.5240317583084106,0.016039439632246893,0.013783873582724482,0.4453125,0.13294770009815693,0.546875,0.10810079984366894,0.625,0.09117800462990999
16,0.8917970577875773,1.4432044923305511,0.8759559750556946,1.4293881356716156,0.01584108592942357,0.013816344580845907,0.4375,0.13495058938860893,0.546875,0.10660778731107712,0.625,0.09461051411926746
17,0.8815636356671651,1.429503619670868,0.8665411512056986,1.4158633947372437,0.015022487612441182,0.013640238030347973,0.4375,0.13495058938860893,0.546875,0.10656239651143551,0.625,0.09451798908412457
18,0.8909603118896484,1.3816226720809937,0.8762278278668721,1.3682882189750671,0.014732491768275699,0.013334464892977849,0.453125,0.12887749262154102,0.546875,0.10124582052230835,0.625,0.08961748518049717
19,0.9267457087834676,1.4078988134860992,0.9118779381116231,1.3952380269765854,0.014867775219803056,0.012660813808906823,0.4375,0.1274270247668028,0.5625,0.1019083596765995,0.625,0.08966473117470741
20,0.8489519198735554,1.3135952353477478,0.8351697087287903,1.300905704498291,0.013782212510704994,0.012689522991422564,0.4375,0.12964033894240856,0.5703125,0.10397296026349068,0.640625,0.08773174695670605
21,0.841748305161794,1.2843024134635925,0.8270272811253866,1.2723431885242462,0.014721025402347246,0.011959215335082263,0.4453125,0.13091334700584412,0.5546875,0.11268523521721363,0.625,0.09051849413663149
22,0.7670960187911987,1.2314007133245468,0.7531712611516317,1.2194879651069641,0.013924750654647747,0.011912730697076768,0.4375,0.13630066812038422,0.5703125,0.11444196850061417,0.640625,0.09329742845147848
23,0.7717852791150411,1.3639785796403885,0.7586080392201742,1.3522228300571442,0.013177242634507516,0.011755745945265517,0.4375,0.13873528689146042,0.5703125,0.11522576585412025,0.640625,0.09437386877834797
24,0.7742602189381917,1.3405480682849884,0.7611653645833333,1.3288168907165527,0.013094853765020767,0.011731192498700693,0.4375,0.13771024718880653,0.5703125,0.1152636967599392,0.640625,0.09440326318144798
25,0.7385821143786112,1.351934164762497,0.7250027497609456,1.3405013680458069,0.01357936680627366,0.011432813189458102,0.453125,0.13986550457775593,0.5703125,0.11208908259868622,0.640625,0.09502297639846802
26,0.778034245967865,1.3304854482412338,0.7654871582984925,1.3182179182767868,0.01254708350946506,0.01226753112860024,0.4453125,0.13592379167675972,0.5546875,0.1178300604224205,0.6640625,0.0952784065157175
27,0.7571678638458252,1.2419846057891846,0.7444071292877197,1.2318977415561676,0.012760735660170516,0.010086853362736292,0.453125,0.12879091687500477,0.5625,0.11395510658621788,0.65625,0.09177013300359249
