gamma_pop_smooth,alpha,lambda_,lr,num_epochs,final_train_loss,final_val_loss,best_val_loss,final_HR@10,final_NDCG@10,best_HR@10,best_NDCG@10
0.5,-1,0.1,0.001,50,0.5218605001767477,0.8213112652301788,0.8148686587810516,0.6328125,0.11588676273822784,0.6328125,0.12615560367703438
0.5,-1,0.1,0.01,50,0.3926703631877899,0.5151736885309219,0.5078671798110008,0.65625,0.12122239731252193,0.6796875,0.13610905036330223
0.5,-1,1.0,0.001,50,0.5288228611151378,0.9001318514347076,0.8844170570373535,0.6171875,0.11618532612919807,0.6328125,0.11618532612919807
0.5,-1,1.0,0.01,50,0.38949881196022035,0.5281991958618164,0.5201597511768341,0.6328125,0.11692127585411072,0.6484375,0.12151601351797581
0.5,-1,10.0,0.001,50,0.5453448017438253,0.9301003813743591,0.9255542457103729,0.578125,0.11654605157673359,0.6015625,0.12178217060863972
0.5,-1,10.0,0.01,50,0.39794028997421266,0.5294482782483101,0.514851950109005,0.671875,0.12597965262830257,0.6796875,0.13207213021814823
0.5,-1,100.0,0.001,50,0.5970455606778463,0.9235990792512894,0.9151874035596848,0.421875,0.10387172177433968,0.4296875,0.10399708524346352
