epoch,train_loss,val_loss,train_bpr_loss,val_bpr_loss,train_bias_loss,val_bias_loss,HR@5,NDCG@5,HR@10,NDCG@10,HR@20,NDCG@20
1,3.7014163732528687,3.1917274594306946,3.701106063524882,3.191225588321686,0.00031030021995926896,0.0005018406547605992,0.28125,0.0687097329646349,0.609375,0.0840200399979949,0.7421875,0.09838738478720188
2,2.349381454785665,2.401080071926117,2.3489488204320272,2.40071839094162,0.000432637434763213,0.0003617082489654422,0.2578125,0.06687951553612947,0.640625,0.09060772322118282,0.7421875,0.0950340311974287
3,1.6830649216969809,1.8659586012363434,1.6827278852462768,1.8656353950500488,0.00033704162885745374,0.00032321829348802567,0.28125,0.06771943531930447,0.640625,0.09511147625744343,0.71875,0.09277752414345741
4,1.5242794434229532,1.745506465435028,1.5239575465520223,1.7451885342597961,0.00032191908297439417,0.0003179555991664529,0.28125,0.06706176698207855,0.6484375,0.09460682794451714,0.71875,0.09243152290582657
5,1.32640354235967,1.4623183012008667,1.326105825106303,1.462054818868637,0.000297723311620454,0.0002634931064676493,0.2890625,0.08082995098084211,0.5859375,0.09526585973799229,0.671875,0.08335619792342186
6,1.2315195123354594,1.4090926051139832,1.2313016812006632,1.4088939428329468,0.00021784187216932578,0.00019863643974531444,0.3828125,0.10220642946660519,0.546875,0.09768170490860939,0.65625,0.08645405899733305
7,1.0733078718185425,1.153737798333168,1.073098079363505,1.1535166054964066,0.00020979063119739297,0.00022121284855529668,0.421875,0.10310392454266548,0.6015625,0.0985428411513567,0.7265625,0.10333278961479664
8,0.8208972613016764,0.9825219362974167,0.8206930994987488,0.9823319464921951,0.00020417070637146628,0.00018997817242052406,0.421875,0.1175896804779768,0.6015625,0.10762643814086914,0.734375,0.09955631382763386
9,0.6795238216718038,0.8505639582872391,0.679332439104716,0.8503831028938293,0.00019138266720498604,0.00018086254422087223,0.4375,0.11952323094010353,0.6015625,0.1074494943022728,0.7421875,0.09774568676948547
10,0.6129903276761373,0.7808485925197601,0.61280916929245,0.7806717902421951,0.00018115873293330273,0.0001768121583154425,0.4453125,0.12013234756886959,0.6171875,0.11254491470754147,0.7109375,0.09613841399550438
11,0.6080365220705668,0.7293379753828049,0.6078550338745117,0.7291622310876846,0.00018149071140214802,0.0001757571619236842,0.4375,0.10946458950638771,0.6015625,0.11022359132766724,0.7265625,0.09590860642492771
